	x	y
0	0.007506853958926758	0.4146666937461736
1	-0.02512303603522595	0.35401007469122303
2	-0.11812706969910061	0.39995850061005306
3	4.103932535750897	4.739563302823655
4	12.494330503562091	4.1914265941538345
5	4.5723124913607265	-8.777087700380083
6	0.8396824575217752	8.264782708221059
7	-2.3287140981553187	4.69241736896728
8	3.843658649723186	1.7448752750627343
9	2.9928287605105615	-0.5285557691435099
10	-1.4578629084953905	1.5066312712713188
11	2.275271268437501	0.8413537467776752
12	-0.06800296601650366	1.9734845487046502
13	1.823551329837899	1.7071817265500617
14	0.929791574695865	2.2642245331360664
15	1.9818364625954572	0.2349003540561449
16	-1.5703016384725959	-0.1254577801110928
17	-0.6186766723061969	0.018238033495294067
18	-0.0005853264571348826	-0.39894744952347266
19	-0.07628888285739455	1.7241067735469469
20	-0.748164684443744	-1.7180496139852437
21	-0.5009593713850758	-0.6064093830954588
22	0.5457934672204029	1.4700378297066397
23	-0.0755574340670031	1.294708306498654
24	0.4118290627507225	1.251645118500825
25	0.8133815008324884	1.3155807239492892
26	1.3820057696612071	0.6342811875190097
27	0.6660237745543133	-0.6147489390808296
28	0.2438899880931809	-1.066335542838862
29	0.22475836896975476	1.3503240875408629
30	-0.4330370101614676	1.1635341467541818
31	1.096551268069986	1.2770624147143481
32	1.4108118840468642	0.2098968351241817
33	1.1067767293812203	-0.3295087647783398
34	0.864371476756261	-0.3974429660124614
35	1.2398782977293412	-1.0475460198572042
36	-0.0769892966159794	1.0838154581796735
37	1.3528970953845303	0.9496721343037425
38	1.0871763632414428	-0.09001491428838126
39	1.5024738714943766	-0.1844770569718766
40	0.030237162257886696	-0.11411537974809575
41	-0.17000818187064679	-0.11783841186810569
42	0.3317086126910247	-0.1214421682364025
43	0.6122635411157155	-0.28527947340846677
44	0.35433247655970823	-0.3194614966516906
45	0.5809461885209577	1.0209565100696973
46	0.11087584688105288	1.121491800057538
47	0.8137134089965917	0.7910560502478331
48	0.746978235560162	1.0552391231979013
49	0.7639750694285804	0.9995696103994574
50	0.7368233881678506	1.0039545295963281
