	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1	1.0	0.0	0.8229541244206534	1.0	0.8325546111576977	0.8325546111576977	0.8325546111576978	1.0	0.8291787159181441	0.8310765044851548	0.829538503357525	0.8325546111576977	0.814411334892485	0.8221030840661013	0.8325546111576977	0.8234309419146884	0.8084026112712029	0.8325546111576977	0.8300298594943772	1.0	0.8274836488224943	1.0	0.8325546111576977	0.8325546111576977	1.0	0.8325546111576977	0.7958868996662497	0.8325546111576978	0.8325546111576977	0.8292788665408438	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8146519972776668	0.8325546111576977	0.8325546111576978	0.8186989258634362	0.8284630044349581	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8207724073764541	0.8263941727158458	0.8269421744855887	0.8325546111576977	0.8238501126816736	0.8292028853995697	0.8325546111576978	0.8325546111576977	0.8214508906807885	0.8209927846004004	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.827117267039617	0.8218066474198209	0.8256872411998947	0.8095988309618055	0.8206814375632068	0.8289823486213656	0.8233241712221838	0.8243745009831634	0.8293367706917179	0.8325546111576977	0.8298288379381837	0.827868462583009	0.8170947617391507	0.8294485673803252	0.8281145825477703	0.8063999623737474	0.8183295970585834	0.8269152709538503	0.8325546111576977	0.8250073294317074	0.8325546111576978	0.8325546111576977	0.8087402734806904	0.8053270912278416	0.8325546111576977	0.8258660536717224	0.8238225676991651	0.8291929809620822	0.8325546111576977	0.8241875835649453	0.81365010086142	0.8325546111576978	0.7999711619163679	0.8241129024417406	0.8251921337228384	0.828655124840663	0.8124536845863043	0.8325546111576977	0.8200263518132574	0.8325546111576977	0.8245599552716868	0.8194612447490727	0.8239944855463849	0.82582306456579	0.8278868336579935	0.8290021706746563
2	1.0	0.8229541244206534	0.0	1.0	0.8257198270002603	0.8231197937186477	0.8325546111576978	1.0	0.8252625502722886	0.8260230728693462	0.8325546111576977	0.8296628088017012	0.8325546111576977	0.8255504936036313	0.8325546111576977	0.8216727646142463	0.8325546111576978	0.8325546111576977	0.8253612581907399	1.0	0.8250039077070521	1.0	0.8325546111576977	0.8325546111576977	1.0	0.8290845771346376	0.8245199238476104	0.8325546111576978	0.8325546111576977	0.8186101790788107	0.8288149184767724	0.8294584059433419	0.8325546111576977	0.8269526727991572	0.8325546111576977	0.8325546111576978	0.8236444886760245	0.8210717595856787	0.827096498704794	0.8264031188772449	0.829119352563094	0.8291566207116964	0.8325546111576977	0.8208239246163834	0.8325546111576977	0.8105706386688526	0.8325546111576977	0.829448138808111	0.8274107750950354	0.8325546111576977	0.8290416568274646	0.8325546111576977	0.8325546111576977	0.828333544841133	0.8325546111576977	0.8241706456338004	0.81668760311805	0.8298353994921059	0.819998633913601	0.8264636439892736	0.8325546111576977	0.8236120932782374	0.8283587185291328	0.8241075282304559	0.8325546111576977	0.8176053982760224	0.8239526726402678	0.824512701517581	0.8325546111576977	0.8216312166669757	0.8325546111576977	0.8325546111576977	0.8276304790267324	0.8121167249160587	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8256936476577369	0.8284751874589997	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8205768031538208	0.8325546111576977	0.8194982037217632	0.825724796721101	0.8325546111576977	0.8325546111576978	0.8264803001410312	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8082525129467326	0.8325546111576977	0.8174034063915545	0.8325546111576977	0.8258255479651914	0.8325546111576977
3	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
4	1.0	0.8325546111576977	0.8257198270002603	1.0	0.0	0.8325546111576977	0.8325546111576978	1.0	0.8325546111576978	0.7900372135220406	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576977	1.0	0.8325546111576977	1.0	0.8325546111576977	0.8325546111576977	1.0	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.7770715414303357	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8263507280261883	0.8325546111576977	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977
5	1.0	0.8325546111576977	0.8231197937186477	1.0	0.8325546111576977	0.0	0.8325546111576977	1.0	0.8077966427953942	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8299715857147837	0.8325546111576977	0.8325546111576977	0.8286647123353544	0.8291105428319173	0.8259116816622273	1.0	0.8325546111576977	1.0	0.8325546111576977	0.8325546111576977	1.0	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8279774612543465	0.828805847702139	0.8241860781521364	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8235963333768211	0.8325546111576977	0.8274937351083401	0.8285571956255727	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8272572238780356	0.8325546111576977	0.80953534398387	0.8325546111576977	0.828477089170227	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8255241536430488	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8266555660466751	0.8325546111576977	0.821609180253904	0.8259645010317413	0.8026627537170195	0.8325546111576977	0.8325546111576977	0.8031252946104391	0.8205253874519267	0.8030251515246624	0.8216359505351538	0.8325546111576977	0.8268051486717991	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8271537636242726	0.8179987869423556	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8232441121054511	0.8325546111576977
6	1.0	0.8325546111576978	0.8325546111576978	1.0	0.8325546111576978	0.8325546111576977	0.0	1.0	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576978	1.0	0.8325546111576977	1.0	0.8325546111576978	0.8325546111576978	1.0	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8204770562242203	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8227553618521884	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8177813385992997	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576978	0.8325546111576978	0.8325546111576977	0.8325546111576978	0.8325546111576978
7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8	1.0	0.8291787159181441	0.8252625502722886	1.0	0.8325546111576978	0.8077966427953942	0.8325546111576978	1.0	0.0	0.8096151320374967	0.8269795635051913	0.8099133759772823	0.8325546111576978	0.8252680338187257	0.8325546111576978	0.8127744260961945	0.8325546111576978	0.827916209727512	0.8169690356728359	1.0	0.8143815727309553	1.0	0.8325546111576978	0.8274043183757821	1.0	0.82074801833425	0.8274063328328783	0.807533978029651	0.8277856866679675	0.8256326424933749	0.8269153916761702	0.8159592524807994	0.8236307320530825	0.8269529413040348	0.8077637911157336	0.8266186578863708	0.7990205644644427	0.8325546111576977	0.8218610714676942	0.8036335692538263	0.8207007738050097	0.8325546111576978	0.8325546111576978	0.8273392289138264	0.8325546111576977	0.8325546111576978	0.8185093017880092	0.825622959263703	0.8245439679367357	0.8325546111576977	0.8144825762479444	0.82423741333568	0.8325546111576978	0.8121787145251159	0.8228808703078324	0.7691428500923654	0.8198593809104316	0.8287781713918427	0.8325546111576978	0.8325546111576977	0.8168897128523954	0.8273969359864463	0.8221601666178755	0.8265183238684928	0.8118681817921731	0.8246160930816756	0.8122219490174102	0.8133223491904686	0.7716823964130436	0.80745908347048	0.8186517607557378	0.8325546111576978	0.8204187854922899	0.8325546111576977	0.8263632194415412	0.8177714252876471	0.8147963233589239	0.8040645595911947	0.7761503648576485	0.8164161692636043	0.82522295888069	0.8001986670416068	0.7892523585333495	0.7256715517462153	0.8201505053704287	0.8325546111576978	0.8259753305482385	0.8276464491218909	0.8118023355558417	0.8251101805882963	0.8144000420675345	0.8030638256027223	0.8274813495748493	0.8118236810978965	0.8325546111576978	0.8226666042292651	0.827926695137221	0.8272926816465432	0.7991865328431997	0.8190435693154144
9	1.0	0.8310765044851548	0.8260230728693462	1.0	0.7900372135220406	0.8325546111576977	0.8325546111576977	1.0	0.8096151320374967	0.0	0.8325546111576977	0.8128428146132434	0.8300051335884273	0.8240829227457962	0.8325546111576977	0.8306413810927368	0.830459842449556	0.8278812783474248	0.8275177282953786	1.0	0.8325546111576977	1.0	0.8325546111576977	0.8253618181572602	1.0	0.8205425580576378	0.8325546111576977	0.8289606013494764	0.8325546111576977	0.8298650914101213	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8275328749714077	0.8325546111576977	0.8229998165639208	0.8325546111576977	0.8292569925730434	0.8325546111576977	0.7918006963798858	0.8275991222408897	0.8304393342676761	0.8325546111576977	0.8325546111576977	0.8300536810617282	0.8308644490657978	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8325546111576977	0.8261624029924846	0.8014379848525027	0.8325546111576977	0.8232263381790959	0.8283310208864858	0.7911580776674796	0.8325546111576977	0.8325546111576977	0.804919186795561	0.8325546111576977	0.8325546111576977	0.8253500310970333	0.8104852169987463	0.8325546111576977	0.8132568881639548	0.8164109657731663	0.8124976892531147	0.8083289714334743	0.8304911041406949	0.8286401510077617	0.8325546111576977	0.8325546111576977	0.8255141622621939	0.8325546111576977	0.8325546111576977	0.8236859387897426	0.8212629927616768	0.8325546111576977	0.8325546111576977	0.8302312593196508	0.799866643093856	0.8284764329076869	0.828718323510564	0.8188159309361965	0.8214291692882786	0.8325546111576977	0.8108243416923339	0.8306864055255923	0.8256651603247431	0.8254753716750289	0.828235679342449	0.8264227761051008	0.8307464951137032	0.8287948658226248	0.8325546111576977	0.8305793085799579	0.8325546111576977	0.8325546111576977	0.8199983458711565	0.8231592589952152
