	elevation	coordinates	headlines	is_edge	topics	flux	moisture	temperature	shadow
1815	0.43203487929620243	[34564, 56921, 47446]	[]	False	165.0	0.0	0.0	0.0	0.0
1816	0.43203487929620243	[45547, 34564, 47446]	[]	False	165.0	0.0	0.0	0.0	0.0
1817	0.43203487929620243	[80250, 5708, 7149]	[]	False	165.0	0.0	0.0	0.0	0.0
1823	0.5828651917924546	[37260, 63805, 50788]	[]	False	13.0	0.0	0.0	0.0	0.0
1824	0.5828651917924546	[37260, 16422, 22725]	[]	False	13.0	0.0	0.0	0.0	0.0
1825	0.5828651917924546	[96267, 3596, 84182]	[]	False	13.0	0.0	0.0	0.0	0.0
1826	0.5828651917924546	[92046, 3596, 5002]	[]	False	13.0	0.0	0.0	0.0	0.0
1827	0.5828651917924546	[3596, 96267, 5002]	[]	False	13.0	0.0	0.0	0.0	0.0
1831	0.3851101329135927	[81687, 79531, 82748]	[]	False	65.0	0.0	0.0	0.0	0.0
1833	0.3851101329135927	[17239, 79531, 41577]	[]	False	65.0	0.0	0.0	0.0	0.0
1834	0.3851101329135927	[79531, 17239, 52319]	[]	False	65.0	0.0	0.0	0.0	0.0
1835	0.3851101329135927	[62462, 7468, 96869]	[]	False	65.0	0.0	0.0	0.0	0.0
1863	0.5991136647149963	[77787, 99959, 60697]	[]	False	127.0	0.0	0.0	0.0	0.0
2103	0.33193289338129567	[50857, 27575, 23935]	[]	False	122.0	0.0	0.0	0.0	0.0
2104	0.4068458282839499	[50238, 93252, 4453]	[]	False	138.0	0.0	0.0	0.0	0.0
2107	0.33193289338129567	[25492, 50857, 23935]	[]	False	122.0	0.0	0.0	0.0	0.0
2108	0.33193289338129567	[50857, 25492, 46153]	[]	False	122.0	0.0	0.0	0.0	0.0
2109	0.6436878594386132	[11623, 97896, 96033]	[]	False	121.0	0.0	0.0	0.0	0.0
2110	0.6436878594386132	[97896, 83386, 96721]	[]	False	121.0	0.0	0.0	0.0	0.0
2111	0.6436878594386132	[97896, 11623, 83386]	[]	False	121.0	0.0	0.0	0.0	0.0
2112	0.39130635626802385	[15507, 18020, 51307]	[]	False	120.0	0.0	0.0	0.0	0.0
2113	0.39130635626802385	[62545, 75160, 47635]	[]	False	120.0	0.0	0.0	0.0	0.0
2116	0.1932955523363563	[24752, 6390, 92403]	[]	False	148.0	0.0	0.0	0.0	0.0
2117	0.1932955523363563	[5546, 24752, 92403]	[]	False	148.0	0.0	0.0	0.0	0.0
2118	0.1932955523363563	[24752, 99734, 6390]	[]	False	148.0	0.0	0.0	0.0	0.0
2119	0.1932955523363563	[6131, 5546, 92403]	[]	False	148.0	0.0	0.0	0.0	0.0
2120	0.39130635626802385	[5546, 6131, 49446]	[]	False	120.0	0.0	0.0	0.0	0.0
2122	0.1932955523363563	[6390, 8130, 92403]	[]	False	148.0	0.0	0.0	0.0	0.0
2123	0.1932955523363563	[8130, 30358, 92403]	[]	False	148.0	0.0	0.0	0.0	0.0
2124	0.1932955523363563	[30358, 37653, 92403]	[]	False	148.0	0.0	0.0	0.0	0.0
2125	0.1932955523363563	[37653, 6131, 92403]	[]	False	148.0	0.0	0.0	0.0	0.0
2126	0.1932955523363563	[6131, 37653, 55172]	[]	False	148.0	0.0	0.0	0.0	0.0
2128	0.33193289338129567	[79703, 50857, 4453]	[]	False	122.0	0.0	0.0	0.0	0.0
2129	0.33193289338129567	[13175, 79703, 4453]	[]	False	122.0	0.0	0.0	0.0	0.0
2133	0.729107127553882	[42311, 30220, 99091]	[]	False	195.0	0.0	0.0	0.0	0.0
2134	0.729107127553882	[24193, 42311, 99091]	[]	False	195.0	0.0	0.0	0.0	0.0
2434	0.46049961215010893	[36846, 73639, 8480]	[]	False	187.0	0.0	0.0	0.0	0.0
2435	0.46049961215010893	[85280, 36846, 8480]	[]	False	187.0	0.0	0.0	0.0	0.0
2437	0.46049961215010893	[85280, 29782, 36846]	[]	False	187.0	0.0	0.0	0.0	0.0
2460	1.0	[10333, 26037, 57380]	[]	False	145.0	0.0	0.0	0.0	0.0
2464	1.0	[90235, 75181, 23503]	[]	False	145.0	0.0	0.0	0.0	0.0
2472	0.5353915791884049	[96701, 52143, 76306]	[]	False	149.0	0.0	0.0	0.0	0.0
2476	0.46049961215010893	[73639, 27569, 83665]	[]	False	187.0	0.0	0.0	0.0	0.0
2477	0.46049961215010893	[27569, 73639, 36846]	[]	False	187.0	0.0	0.0	0.0	0.0
2478	0.46049961215010893	[29782, 27569, 36846]	[]	False	187.0	0.0	0.0	0.0	0.0
4166	0.560668147019765	[39104, 85276, 76858]	[]	False	166.0	0.0	0.0	0.0	0.0
4167	0.560668147019765	[7398, 79484, 972]	[]	False	166.0	0.0	0.0	0.0	0.0
4169	0.560668147019765	[94485, 39104, 46343]	[]	False	166.0	0.0	0.0	0.0	0.0
4170	0.560668147019765	[39104, 94485, 85276]	[]	False	166.0	0.0	0.0	0.0	0.0
4175	0.560668147019765	[85276, 70959, 40636]	[]	False	166.0	0.0	0.0	0.0	0.0
4212	0.729107127553882	[67967, 66114, 81588]	[]	False	195.0	0.0	0.0	0.0	0.0
4254	0.3714321872306019	[44350, 79818, 20319]	[]	False	67.0	0.0	0.0	0.0	0.0
4256	0.3714321872306019	[79818, 55133, 65482]	[]	False	67.0	0.0	0.0	0.0	0.0
4283	0.3714321872306019	[59178, 20319, 65482]	[]	False	67.0	0.0	0.0	0.0	0.0
4379	0.6448862644405478	[21733, 80660, 2011]	[]	False	123.0	0.0	0.0	0.0	0.0
4380	0.6448862644405478	[80660, 21733, 76497]	[]	False	123.0	0.0	0.0	0.0	0.0
4381	0.09471875257521814	[78977, 1777, 73580]	[]	False	189.0	0.0	0.0	0.0	0.0
4382	0.09471875257521814	[1777, 624, 73580]	[]	False	189.0	0.0	0.0	0.0	0.0
4392	0.6448862644405478	[48921, 31702, 63833]	[]	False	123.0	0.0	0.0	0.0	0.0
4393	0.6448862644405478	[97395, 63833, 42764]	[]	False	123.0	0.0	0.0	0.0	0.0
4400	0.6448862644405478	[48921, 20810, 69884]	[]	False	123.0	0.0	0.0	0.0	0.0
4402	0.6448862644405478	[20810, 97395, 28819]	[]	False	123.0	0.0	0.0	0.0	0.0
4403	0.6448862644405478	[20810, 48921, 63833]	[]	False	123.0	0.0	0.0	0.0	0.0
4404	0.6448862644405478	[97395, 20810, 63833]	[]	False	123.0	0.0	0.0	0.0	0.0
4710	0.29349680492704194	[44934, 20120, 64254]	[]	False	52.0	0.0	0.0	0.0	0.0
4711	0.29349680492704194	[20120, 44934, 27707]	[]	False	52.0	0.0	0.0	0.0	0.0
4786	0.4550037349461062	[51610, 23064, 26661]	[]	False	24.0	0.0	0.0	0.0	0.0
4787	0.4550037349461062	[23064, 44196, 26661]	[]	False	24.0	0.0	0.0	0.0	0.0
4788	0.4550037349461062	[23064, 6738, 44196]	[]	False	24.0	0.0	0.0	0.0	0.0
4793	0.4550037349461062	[91042, 89194, 90484]	[]	False	24.0	0.0	0.0	0.0	0.0
4794	0.4550037349461062	[18712, 62662, 4098]	[]	False	24.0	0.0	0.0	0.0	0.0
4795	0.4550037349461062	[62662, 18712, 61502]	[]	False	24.0	0.0	0.0	0.0	0.0
4797	0.4550037349461062	[18712, 14979, 58399]	[]	False	24.0	0.0	0.0	0.0	0.0
4799	0.08333092017037533	[35962, 59786, 78312]	[]	False	23.0	0.0	0.0	0.0	0.0
4800	0.08333092017037533	[55541, 35962, 78312]	[]	False	23.0	0.0	0.0	0.0	0.0
4804	0.4550037349461062	[6738, 76984, 44196]	[]	False	24.0	0.0	0.0	0.0	0.0
4805	0.4550037349461062	[76984, 57774, 44196]	[]	False	24.0	0.0	0.0	0.0	0.0
4806	0.4550037349461062	[54326, 57774, 61502]	[]	False	24.0	0.0	0.0	0.0	0.0
4807	0.4550037349461062	[54326, 18170, 57774]	[]	False	24.0	0.0	0.0	0.0	0.0
4808	0.4550037349461062	[52795, 96407, 43617]	[]	False	24.0	0.0	0.0	0.0	0.0
4809	0.4550037349461062	[76984, 52795, 43617]	[]	False	24.0	0.0	0.0	0.0	0.0
4810	0.4550037349461062	[52795, 76984, 6738]	[]	False	24.0	0.0	0.0	0.0	0.0
4811	0.4550037349461062	[70770, 14479, 6728]	[]	False	24.0	0.0	0.0	0.0	0.0
4813	0.07200560796302932	[72393, 48629, 44160]	[]	False	44.0	0.0	0.0	0.0	0.0
4968	0.5991136647149963	[55951, 16782, 41060]	[]	False	127.0	0.0	0.0	0.0	0.0
4971	0.5991136647149963	[33818, 886, 49132]	[]	False	127.0	0.0	0.0	0.0	0.0
4972	0.5991136647149963	[38380, 96854, 38013]	[]	False	127.0	0.0	0.0	0.0	0.0
4973	0.5991136647149963	[73910, 55951, 41060]	[]	False	127.0	0.0	0.0	0.0	0.0
4979	0.6965212710807758	[9883, 82889, 82070]	[]	False	133.0	0.0	0.0	0.0	0.0
4980	0.04996880661746794	[87394, 34266, 28837]	[]	False	140.0	0.0	0.0	0.0	0.0
4981	0.6965212710807758	[9883, 45153, 82889]	[]	False	133.0	0.0	0.0	0.0	0.0
4987	0.8616891286873053	[55314, 85601, 8328]	[]	False	137.0	0.0	0.0	0.0	0.0
4988	0.8616891286873053	[85601, 55314, 1654]	[]	False	137.0	0.0	0.0	0.0	0.0
4999	0.6965212710807758	[7361, 12028, 87309]	[]	False	133.0	0.0	0.0	0.0	0.0
5000	0.6965212710807758	[40855, 63082, 87309]	[]	False	133.0	0.0	0.0	0.0	0.0
5001	0.6965212710807758	[63082, 7361, 87309]	[]	False	133.0	0.0	0.0	0.0	0.0
5002	0.6965212710807758	[63082, 40855, 69680]	[]	False	133.0	0.0	0.0	0.0	0.0
5003	0.6965212710807758	[21699, 52302, 51337]	[]	False	133.0	0.0	0.0	0.0	0.0
5004	0.6965212710807758	[52302, 408, 62069]	[]	False	133.0	0.0	0.0	0.0	0.0
5005	0.6965212710807758	[83254, 74185, 55148]	[]	False	133.0	0.0	0.0	0.0	0.0
5007	0.8616891286873053	[84212, 85601, 6669]	[]	False	137.0	0.0	0.0	0.0	0.0
5008	0.8616891286873053	[85601, 84212, 81989]	[]	False	137.0	0.0	0.0	0.0	0.0
5009	0.8616891286873053	[84212, 84328, 81989]	[]	False	137.0	0.0	0.0	0.0	0.0
5024	0.6423169523767484	[38804, 75237, 19073]	[]	False	141.0	0.0	0.0	0.0	0.0
5025	0.6965212710807758	[5298, 68559, 35401]	[]	False	133.0	0.0	0.0	0.0	0.0
5026	0.6965212710807758	[68559, 5298, 5214]	[]	False	133.0	0.0	0.0	0.0	0.0
5027	0.6965212710807758	[14858, 264, 7402]	[]	False	133.0	0.0	0.0	0.0	0.0
5028	0.6965212710807758	[53705, 13062, 7402]	[]	False	133.0	0.0	0.0	0.0	0.0
5029	0.6965212710807758	[53705, 26136, 23755]	[]	False	133.0	0.0	0.0	0.0	0.0
5030	0.6965212710807758	[26136, 53705, 7402]	[]	False	133.0	0.0	0.0	0.0	0.0
5031	0.6965212710807758	[264, 26136, 7402]	[]	False	133.0	0.0	0.0	0.0	0.0
5032	0.6965212710807758	[26136, 264, 23959]	[]	False	133.0	0.0	0.0	0.0	0.0
5033	0.6965212710807758	[23755, 21282, 18845]	[]	False	133.0	0.0	0.0	0.0	0.0
5034	0.6965212710807758	[21282, 81295, 18845]	[]	False	133.0	0.0	0.0	0.0	0.0
5035	0.6965212710807758	[51868, 14278, 69680]	[]	False	133.0	0.0	0.0	0.0	0.0
5036	0.6965212710807758	[14278, 51868, 53705]	[]	False	133.0	0.0	0.0	0.0	0.0
5037	0.6965212710807758	[51868, 13062, 53705]	[]	False	133.0	0.0	0.0	0.0	0.0
5038	0.6965212710807758	[16699, 51868, 69680]	[]	False	133.0	0.0	0.0	0.0	0.0
5039	0.6965212710807758	[13062, 51868, 16699]	[]	False	133.0	0.0	0.0	0.0	0.0
5040	0.6965212710807758	[40326, 23755, 18845]	[]	False	133.0	0.0	0.0	0.0	0.0
5041	0.6965212710807758	[40326, 14278, 23755]	[]	False	133.0	0.0	0.0	0.0	0.0
5042	0.6965212710807758	[47351, 1508, 28812]	[]	False	133.0	0.0	0.0	0.0	0.0
5043	0.6965212710807758	[73348, 64001, 72673]	[]	False	133.0	0.0	0.0	0.0	0.0
5044	0.6965212710807758	[2903, 64001, 20808]	[]	False	133.0	0.0	0.0	0.0	0.0
5045	0.6965212710807758	[20808, 64001, 83885]	[]	False	133.0	0.0	0.0	0.0	0.0
5046	0.6965212710807758	[64001, 53393, 83885]	[]	False	133.0	0.0	0.0	0.0	0.0
5047	0.6965212710807758	[53393, 64001, 73348]	[]	False	133.0	0.0	0.0	0.0	0.0
5048	0.8616891286873053	[39304, 5520, 4042]	[]	False	137.0	0.0	0.0	0.0	0.0
5049	0.6965212710807758	[47351, 2794, 1508]	[]	False	133.0	0.0	0.0	0.0	0.0
5050	0.6965212710807758	[2794, 47351, 2903]	[]	False	133.0	0.0	0.0	0.0	0.0
5051	0.6965212710807758	[2794, 2903, 14350]	[]	False	133.0	0.0	0.0	0.0	0.0
5052	0.6965212710807758	[41463, 41761, 55531]	[]	False	133.0	0.0	0.0	0.0	0.0
5053	0.6965212710807758	[82411, 56393, 57310]	[]	False	133.0	0.0	0.0	0.0	0.0
5054	0.6965212710807758	[41463, 56393, 59523]	[]	False	133.0	0.0	0.0	0.0	0.0
5055	0.6965212710807758	[56393, 82411, 59523]	[]	False	133.0	0.0	0.0	0.0	0.0
5056	0.8616891286873053	[10876, 39304, 4042]	[]	False	137.0	0.0	0.0	0.0	0.0
5057	0.8616891286873053	[39304, 10876, 57971]	[]	False	137.0	0.0	0.0	0.0	0.0
5058	0.6965212710807758	[6654, 263, 67090]	[]	False	133.0	0.0	0.0	0.0	0.0
5059	0.8616891286873053	[71124, 81248, 4042]	[]	False	137.0	0.0	0.0	0.0	0.0
5060	0.8616891286873053	[81248, 23601, 90193]	[]	False	137.0	0.0	0.0	0.0	0.0
5061	0.8616891286873053	[23601, 81248, 43455]	[]	False	137.0	0.0	0.0	0.0	0.0
5062	0.8616891286873053	[81248, 71124, 43455]	[]	False	137.0	0.0	0.0	0.0	0.0
5063	0.8616891286873053	[14434, 97934, 24332]	[]	False	137.0	0.0	0.0	0.0	0.0
5064	0.8616891286873053	[81989, 14434, 8328]	[]	False	137.0	0.0	0.0	0.0	0.0
5065	0.8616891286873053	[14434, 24332, 8328]	[]	False	137.0	0.0	0.0	0.0	0.0
5071	0.8616891286873053	[80413, 39125, 27426]	[]	False	137.0	0.0	0.0	0.0	0.0
5072	0.8616891286873053	[39125, 7109, 68727]	[]	False	137.0	0.0	0.0	0.0	0.0
5073	0.8616891286873053	[39125, 80413, 7109]	[]	False	137.0	0.0	0.0	0.0	0.0
5074	0.8616891286873053	[23806, 39304, 57971]	[]	False	137.0	0.0	0.0	0.0	0.0
5075	0.8616891286873053	[18138, 76051, 25542]	[]	False	137.0	0.0	0.0	0.0	0.0
5076	0.8616891286873053	[76051, 18138, 92400]	[]	False	137.0	0.0	0.0	0.0	0.0
5077	0.8616891286873053	[48020, 18138, 25542]	[]	False	137.0	0.0	0.0	0.0	0.0
5078	0.8616891286873053	[43643, 48020, 25542]	[]	False	137.0	0.0	0.0	0.0	0.0
5079	0.8616891286873053	[48020, 43643, 94521]	[]	False	137.0	0.0	0.0	0.0	0.0
5080	0.8616891286873053	[18138, 48020, 29086]	[]	False	137.0	0.0	0.0	0.0	0.0
5081	0.8616891286873053	[18341, 30988, 29086]	[]	False	137.0	0.0	0.0	0.0	0.0
5082	0.8616891286873053	[30988, 18341, 16364]	[]	False	137.0	0.0	0.0	0.0	0.0
