	x	y
0	398.26148893434214	-856.0170681631035
1	14.995460387495964	22.229320321699248
2	25.11927693275236	-8.515959863778972
3	-37.86533455363486	26.1676346482906
4	23.240505417558154	-80.41076460321528
5	-9.961960609827372	-14.372436941810607
6	3.071671969179588	3.234766736393098
7	-1.8234293143946108	1.2991203623775118
8	-6.449042100614076	-9.3121723906892
9	-1.7107782948995984	0.599625922295334
10	4.3026486195031355	0.4779630944315503
11	4.05727543022876	0.8542460096811304
12	2.3750374662491742	-1.7970133107815491
13	0.9692593265782695	-1.5221880667910686
14	-120.55973577767521	136.66219417359142
15	-1.4614652008458169	0.4183735821963261
16	-0.9906546680731443	-0.001537467478928578
17	3.1592167091624894	-0.42932570082371824
18	2.5438230708242195	-1.2479059020224592
19	0.7451512773455908	2.7209692361813245
20	-45.34744262836029	36.42796677401201
21	-72.74489249788382	73.11669261144846
22	-0.9659482572945773	-0.8928473040573426
23	-1.7309184306158636	-3.280266624746776
24	-1.6690132380410956	-3.2288557102736615
25	0.13389524771832503	-0.7751988975517448
26	0.9233444076587787	-0.9613217213239869
27	1.55441171981646	-0.5328898052735609
28	1.0770907474694984	-0.7653742831666928
29	0.985899580798816	-0.3434507877684377
30	-0.3046701578761727	-0.2835570743701301
31	-0.3021745621859515	-0.33450148382414313
32	0.42866231688842815	-0.6921652712111198
33	0.5934612126094748	-0.7182294867191048
34	1.7243684532346506	0.0971657391260521
35	1.533740833382645	-0.28004440258135055
36	-0.5143026133952617	0.17312545936191195
37	-0.5803045814454334	0.20229194112378548
38	-0.010117900889974496	-0.42160618187885635
39	-0.06549191467959509	-0.38489265546502893
40	0.6754936330613324	-0.3515657688143621
41	1.0507716515272818	-0.2631751073254572
42	1.2499019216865757	-0.18887758112336375
43	-0.4834977902645572	0.17570904653538838
44	0.4001234693939463	1.7570675100963813
45	0.2413911460492325	2.3943898835760846
46	-0.20186989170577432	2.1717250723581447
47	-0.11102429628626412	2.29463684320058
48	0.06921184443899303	1.232738600539021
49	0.19200383154625233	1.1812558382358915
